,MMM-YY,Driver_ID,Age,Gender,City,Education_Level,Income,Dateofjoining,LastWorkingDate,Joining Designation,Grade,Total Business Value,Quarterly Rating,,Churn
10128,10/1/2019,1508,33,0,C23,0,108452,21/07/13,28/10/19,2,3,119140,1,,1
10129,7/1/2019,1509,33,0,C27,1,79222,20/07/19,,2,2,0,2,,0
10130,8/1/2019,1509,33,0,C27,1,79222,20/07/19,,2,2,0,2,,0
10131,9/1/2019,1509,34,0,C27,1,79222,20/07/19,,2,2,847900,2,,0
10132,10/1/2019,1509,34,0,C27,1,79222,20/07/19,,2,2,135810,1,,0
10133,11/1/2019,1509,34,0,C27,1,79222,20/07/19,,2,2,500000,1,,0
10134,12/1/2019,1509,34,0,C27,1,79222,20/07/19,,2,2,0,1,,0
10135,1/1/2020,1509,34,0,C27,1,79222,20/07/19,,2,2,2153210,3,,0
10136,2/1/2020,1509,34,0,C27,1,79222,20/07/19,,2,2,329640,3,,0
10137,3/1/2020,1509,34,0,C27,1,79222,20/07/19,,2,2,2041360,3,,0
10138,4/1/2020,1509,34,0,C27,1,79222,20/07/19,,2,2,1000000,4,,0
10139,5/1/2020,1509,34,0,C27,1,79222,20/07/19,,2,2,2256470,4,,0
10140,6/1/2020,1509,34,0,C27,1,79222,20/07/19,,2,2,1000000,4,,0
10141,7/1/2020,1509,34,0,C27,1,79222,20/07/19,,2,2,0,1,,0
10142,9/1/2020,1509,35,0,C27,1,79222,20/07/19,30/08/20,2,2,0,1,,1
10143,1/1/2019,1510,26,1,C16,1,92375,14/07/17,,1,3,260000,1,,0
10144,2/1/2019,1510,26,1,C16,1,92375,14/07/17,,1,3,750000,1,,0
10145,3/1/2019,1510,26,1,C16,1,92375,14/07/17,,1,3,767000,1,,0
10146,4/1/2019,1510,27,1,C16,1,92375,14/07/17,,1,3,0,1,,0
10147,5/1/2019,1510,27,1,C16,1,92375,14/07/17,,1,3,291040,1,,0
10148,6/1/2019,1510,27,1,C16,1,92375,14/07/17,,1,3,150270,1,,0
10149,7/1/2019,1510,27,1,C16,1,92375,14/07/17,,1,3,450500,2,,0
10150,8/1/2019,1510,27,1,C16,1,92375,14/07/17,,1,3,310000,2,,0
10151,9/1/2019,1510,27,1,C16,1,92375,14/07/17,,1,3,155740,2,,0
10152,10/1/2019,1510,27,1,C16,1,92375,14/07/17,,1,3,0,1,,0
10153,11/1/2019,1510,27,1,C16,1,92375,14/07/17,,1,3,0,1,,0
10154,12/1/2019,1510,27,1,C16,1,92375,14/07/17,,1,3,483740,1,,0
10155,1/1/2020,1510,27,1,C16,1,92375,14/07/17,,1,3,1701530,2,,0
10156,2/1/2020,1510,27,1,C16,1,92375,14/07/17,,1,3,1024810,2,,0
10157,3/1/2020,1510,27,1,C16,1,92375,14/07/17,,1,3,1308790,2,,0
10158,4/1/2020,1510,28,1,C16,1,92375,14/07/17,,1,3,0,2,,0
10159,5/1/2020,1510,28,1,C16,1,92375,14/07/17,,1,3,313440,2,,0
10160,6/1/2020,1510,28,1,C16,1,92375,14/07/17,,1,3,270000,2,,0
10161,7/1/2020,1510,28,1,C16,1,92375,14/07/17,,1,3,62900,3,,0
10162,8/1/2020,1510,28,1,C16,1,92375,14/07/17,,1,3,1470800,3,,0
10163,9/1/2020,1510,28,1,C16,1,92375,14/07/17,,1,3,524760,3,,0
10164,10/1/2020,1510,28,1,C16,1,92375,14/07/17,,1,3,945400,3,,0
10165,11/1/2020,1510,28,1,C16,1,92375,14/07/17,,1,3,950410,3,,0
10166,12/1/2020,1510,28,1,C16,1,92375,14/07/17,,1,3,605370,3,,0
10167,5/1/2019,1512,31,0,C23,1,49957,5/5/2019,,2,2,0,2,,0
10168,6/1/2019,1512,31,0,C23,1,49957,5/5/2019,,2,2,485760,2,,0
10169,7/1/2019,1512,31,0,C23,1,49957,5/5/2019,,2,2,649980,2,,0
10170,8/1/2019,1512,31,0,C23,1,49957,5/5/2019,,2,2,200000,2,,0
10171,9/1/2019,1512,31,0,C23,1,49957,5/5/2019,,2,2,200000,2,,0
10172,10/1/2019,1512,32,0,C23,1,49957,5/5/2019,,2,2,206000,1,,0
10173,11/1/2019,1512,32,0,C23,1,49957,5/5/2019,,2,2,0,1,,0
10174,12/1/2019,1512,32,0,C23,1,49957,5/5/2019,20/12/19,2,2,0,1,,1
10175,1/1/2019,1513,24,1,C28,0,19448,7/6/2018,,1,2,898660,3,,0
10176,2/1/2019,1513,24,1,C28,0,19448,7/6/2018,,1,2,0,3,,0
10177,3/1/2019,1513,24,1,C28,0,19448,7/6/2018,,1,2,2218600,3,,0
10178,4/1/2019,1513,24,1,C28,0,19448,7/6/2018,,1,2,0,1,,0
10179,5/1/2019,1513,24,1,C28,0,19448,7/6/2018,,1,2,0,1,,0
10180,6/1/2019,1513,25,1,C28,0,19448,7/6/2018,6/3/2019,1,2,0,1,,1
10181,8/1/2020,1514,32,0,C20,0,54667,8/1/2020,,3,3,0,1,,0
10182,9/1/2020,1514,32,0,C20,0,54667,8/1/2020,,3,3,0,1,,0
10183,10/1/2020,1514,32,0,C20,0,54667,8/1/2020,,3,3,0,1,,0
10184,11/1/2020,1514,32,0,C20,0,54667,8/1/2020,,3,3,0,1,,0
10185,12/1/2020,1514,32,0,C20,0,54667,8/1/2020,,3,3,640640,1,,0
10186,11/1/2020,1515,35,0,C24,2,84573,31/10/20,,3,3,0,1,,0
10187,12/1/2020,1515,36,0,C24,2,84573,31/10/20,,3,3,0,1,,0
10188,7/1/2019,1516,34,1,C12,2,75453,7/7/2019,,2,2,0,1,,0
10189,8/1/2019,1516,34,1,C12,2,75453,7/7/2019,,2,2,0,1,,0
10190,9/1/2019,1516,35,1,C12,2,75453,7/7/2019,,2,2,0,1,,0
10191,10/1/2019,1516,35,1,C12,2,75453,7/7/2019,,2,2,0,2,,0
10192,11/1/2019,1516,35,1,C12,2,75453,7/7/2019,,2,2,658610,2,,0
10193,12/1/2019,1516,35,1,C12,2,75453,7/7/2019,15/12/19,2,2,0,2,,1
10194,1/1/2019,1517,41,1,C11,2,125545,20/09/15,,1,3,494870,2,,0
10195,2/1/2019,1517,41,1,C11,2,125545,20/09/15,,1,3,294210,2,,0
10196,3/1/2019,1517,41,1,C11,2,125545,20/09/15,,1,3,3715870,2,,0
10197,4/1/2019,1517,41,1,C11,2,125545,20/09/15,,1,3,0,1,,0
10198,5/1/2019,1517,42,1,C11,2,125545,20/09/15,,1,3,0,1,,0
10199,6/1/2019,1517,42,1,C11,2,125545,20/09/15,6/2/2019,1,3,0,1,,1
10200,9/1/2020,1518,36,1,C15,2,113064,9/1/2020,,3,3,0,1,,0
10201,10/1/2020,1518,36,1,C15,2,113064,9/1/2020,,3,3,0,1,,0
10202,11/1/2020,1518,36,1,C15,2,113064,9/1/2020,,3,3,0,1,,0
10203,12/1/2020,1518,36,1,C15,2,113064,9/1/2020,,3,3,300210,1,,0
10204,1/1/2019,1520,31,0,C5,2,64559,30/10/13,,1,2,369240,3,,0
10205,2/1/2019,1520,31,0,C5,2,64559,30/10/13,,1,2,2000000,3,,0
10206,3/1/2019,1520,31,0,C5,2,64559,30/10/13,,1,2,1731470,3,,0
10207,4/1/2019,1520,31,0,C5,2,64559,30/10/13,,1,2,0,3,,0
10208,5/1/2019,1520,31,0,C5,2,64559,30/10/13,,1,2,300880,3,,0
10209,6/1/2019,1520,31,0,C5,2,64559,30/10/13,,1,2,500000,3,,0
10210,7/1/2019,1520,32,0,C5,2,64559,30/10/13,,1,2,242570,2,,0
10211,8/1/2019,1520,32,0,C5,2,64559,30/10/13,,1,2,500000,2,,0
10212,9/1/2019,1520,32,0,C5,2,64559,30/10/13,,1,2,195600,2,,0
10213,10/1/2019,1520,32,0,C5,2,64559,30/10/13,,1,2,0,1,,0
10214,11/1/2019,1520,32,0,C5,2,64559,30/10/13,,1,2,0,1,,0
10215,12/1/2019,1520,32,0,C5,2,64559,30/10/13,14/12/19,1,2,0,1,,1
10216,12/1/2020,1521,31,0,C20,1,31401,12/7/2020,,1,1,0,1,,0
10217,5/1/2020,1522,30,1,C6,2,64606,5/8/2020,,2,2,0,1,,0
10218,6/1/2020,1522,30,1,C6,2,64606,5/8/2020,,2,2,0,1,,0
10219,7/1/2020,1522,30,1,C6,2,64606,5/8/2020,,2,2,1122530,3,,0
10220,8/1/2020,1522,30,1,C6,2,64606,5/8/2020,,2,2,475160,3,,0
10221,9/1/2020,1522,30,1,C6,2,64606,5/8/2020,,2,2,0,3,,0
10222,10/1/2020,1522,30,1,C6,2,64606,5/8/2020,,2,2,0,1,,0
10223,11/1/2020,1522,30,1,C6,2,64606,5/8/2020,21/11/20,2,2,0,1,,1
10224,1/1/2020,1523,28,1,C2,2,35116,1/3/2020,,1,1,0,1,,0
10225,2/1/2020,1523,28,1,C2,2,35116,1/3/2020,,1,1,0,1,,0
10226,3/1/2020,1523,28,1,C2,2,35116,1/3/2020,13/03/20,1,1,0,1,,1
10227,1/1/2019,1524,35,1,C13,0,44784,24/09/18,,2,2,674660,2,,0
10228,2/1/2019,1524,35,1,C13,0,44784,24/09/18,,2,2,210370,2,,0
10229,3/1/2019,1524,35,1,C13,0,44784,24/09/18,,2,2,360090,2,,0
10230,4/1/2019,1524,35,1,C13,0,44784,24/09/18,,2,2,0,1,,0
10231,5/1/2019,1524,35,1,C13,0,44784,24/09/18,,2,2,194010,1,,0
10232,6/1/2019,1524,35,1,C13,0,44784,24/09/18,,2,2,0,1,,0
10233,7/1/2019,1524,35,1,C13,0,44784,24/09/18,7/7/2019,2,2,0,1,,1
10234,1/1/2019,1525,28,1,C13,0,61884,17/08/18,,2,2,262890,1,,0
10235,2/1/2019,1525,28,1,C13,0,61884,17/08/18,,2,2,194000,1,,0
10236,3/1/2019,1525,28,1,C13,0,61884,17/08/18,28/03/19,2,2,255030,1,,1
10237,1/1/2019,1526,32,0,C1,2,60087,24/12/16,,1,1,783220,3,,0
10238,2/1/2019,1526,32,0,C1,2,60087,24/12/16,,1,1,813670,3,,0
10239,3/1/2019,1526,32,0,C1,2,60087,24/12/16,,1,1,999360,3,,0
10240,4/1/2019,1526,32,0,C1,2,60087,24/12/16,,1,1,243640,3,,0
10241,5/1/2019,1526,32,0,C1,2,60087,24/12/16,,1,1,378520,3,,0
10242,6/1/2019,1526,32,0,C1,2,60087,24/12/16,,1,1,368110,3,,0
10243,7/1/2019,1526,32,0,C1,2,60087,24/12/16,,1,1,442310,3,,0
10244,8/1/2019,1526,32,0,C1,2,60087,24/12/16,,1,1,478820,3,,0
10245,9/1/2019,1526,33,0,C1,2,60087,24/12/16,,1,1,444400,3,,0
10246,10/1/2019,1526,33,0,C1,2,60087,24/12/16,,1,1,414510,4,,0
10247,11/1/2019,1526,33,0,C1,2,60087,24/12/16,,1,1,974380,4,,0
10248,12/1/2019,1526,33,0,C1,2,60087,24/12/16,,1,1,601580,4,,0
10249,1/1/2020,1526,33,0,C1,2,60087,24/12/16,,1,1,978080,3,,0
10250,2/1/2020,1526,33,0,C1,2,60087,24/12/16,,1,1,496300,3,,0
10251,3/1/2020,1526,33,0,C1,2,60087,24/12/16,,1,1,1804830,3,,0
10252,4/1/2020,1526,33,0,C1,2,60087,24/12/16,,1,1,150930,2,,0
10253,5/1/2020,1526,33,0,C1,2,60087,24/12/16,,1,1,281400,2,,0
10254,6/1/2020,1526,33,0,C1,2,60087,24/12/16,,1,1,311730,2,,0
10255,7/1/2020,1526,33,0,C1,2,60087,24/12/16,,1,1,737090,3,,0
10256,8/1/2020,1526,33,0,C1,2,60087,24/12/16,,1,1,332550,3,,0
10257,9/1/2020,1526,34,0,C1,2,60087,24/12/16,,1,1,521730,3,,0
10258,10/1/2020,1526,34,0,C1,2,60087,24/12/16,,1,1,196620,3,,0
10259,11/1/2020,1526,34,0,C1,2,60087,24/12/16,,1,1,272330,3,,0
10260,12/1/2020,1526,34,0,C1,2,60087,24/12/16,,1,1,1000620,3,,0
10261,5/1/2020,1527,31,0,C5,2,82042,5/8/2020,,2,2,0,1,,0
10262,6/1/2020,1527,31,0,C5,2,82042,5/8/2020,,2,2,0,1,,0
10263,7/1/2020,1527,31,0,C5,2,82042,5/8/2020,,2,2,0,1,,0
10264,8/1/2020,1527,31,0,C5,2,82042,5/8/2020,,2,2,0,1,,0
10265,9/1/2020,1527,31,0,C5,2,82042,5/8/2020,,2,2,0,1,,0
10266,10/1/2020,1527,31,0,C5,2,82042,5/8/2020,,2,2,0,1,,0
10267,11/1/2020,1527,31,0,C5,2,82042,5/8/2020,,2,2,0,1,,0
10268,12/1/2020,1527,31,0,C5,2,82042,5/8/2020,,2,2,196920,1,,0
10269,1/1/2019,1528,42,0,C25,2,76707,30/11/18,,2,2,0,1,,0
10270,2/1/2019,1528,42,0,C25,2,76707,30/11/18,,2,2,0,1,,0
10271,3/1/2019,1528,42,0,C25,2,76707,30/11/18,28/02/19,2,2,0,1,,1
10272,11/1/2020,1529,37,1,C5,0,20523,11/7/2020,,1,1,0,1,,0
10273,12/1/2020,1529,37,1,C5,0,20523,11/7/2020,,1,1,0,1,,0
10274,7/1/2020,1530,26,0,C20,2,44841,25/07/20,,1,1,0,1,,0
10275,8/1/2020,1530,26,0,C20,2,44841,25/07/20,,1,1,0,1,,0
10276,9/1/2020,1530,27,0,C20,2,44841,25/07/20,27/09/20,1,1,0,1,,1
10277,1/1/2019,1531,31,0,C25,2,46001,21/01/17,,2,2,94250,1,,0
10278,2/1/2019,1531,31,0,C25,2,46001,21/01/17,,2,2,226200,1,,0
10279,3/1/2019,1531,31,0,C25,2,46001,21/01/17,23/03/19,2,2,0,1,,1
10280,9/1/2019,1532,36,0,C2,1,48555,15/09/19,,2,2,0,1,,0
10281,10/1/2019,1532,36,0,C2,1,48555,15/09/19,,2,2,0,2,,0
10282,11/1/2019,1532,36,0,C2,1,48555,15/09/19,,2,2,900000,2,,0
10283,12/1/2019,1532,36,0,C2,1,48555,15/09/19,,2,2,0,2,,0
10284,1/1/2020,1532,36,0,C2,1,48555,15/09/19,,2,2,603970,1,,0
10285,2/1/2020,1532,37,0,C2,1,48555,15/09/19,,2,2,100000,1,,0
10286,3/1/2020,1532,37,0,C2,1,48555,15/09/19,,2,2,300000,1,,0
10287,4/1/2020,1532,37,0,C2,1,48555,15/09/19,,2,2,0,1,,0
10288,5/1/2020,1532,37,0,C2,1,48555,15/09/19,,2,2,0,1,,0
10289,6/1/2020,1532,37,0,C2,1,48555,15/09/19,,2,2,353800,1,,0
10290,7/1/2020,1532,37,0,C2,1,48555,15/09/19,,2,2,0,1,,0
10291,8/1/2020,1532,37,0,C2,1,48555,15/09/19,,2,2,0,1,,0
10292,9/1/2020,1532,37,0,C2,1,48555,15/09/19,,2,2,0,1,,0
10293,10/1/2020,1532,37,0,C2,1,48555,15/09/19,,2,2,92200,2,,0
10294,11/1/2020,1532,37,0,C2,1,48555,15/09/19,,2,2,179340,2,,0
10295,12/1/2020,1532,37,0,C2,1,48555,15/09/19,,2,2,738850,2,,0
10296,9/1/2020,1533,32,1,C22,0,74305,21/09/20,,3,3,0,1,,0
10297,10/1/2020,1533,32,1,C22,0,74305,21/09/20,,3,3,0,1,,0
10298,11/1/2020,1533,32,1,C22,0,74305,21/09/20,13/11/20,3,3,0,1,,1
10299,2/1/2020,1534,29,1,C26,0,96076,23/02/20,,3,3,0,3,,0
10300,3/1/2020,1534,29,1,C26,0,96076,23/02/20,,3,3,3029000,3,,0
10301,4/1/2020,1534,29,1,C26,0,96076,23/02/20,,3,3,300000,1,,0
10302,5/1/2020,1534,29,1,C26,0,96076,23/02/20,,3,3,0,1,,0
10303,6/1/2020,1534,29,1,C26,0,96076,23/02/20,,3,3,0,1,,0
10304,7/1/2020,1534,30,1,C26,0,96076,23/02/20,30/06/20,3,3,0,1,,1
10305,7/1/2019,1536,27,0,C15,2,39731,19/07/19,,1,1,0,1,,0
10306,8/1/2019,1536,27,0,C15,2,39731,19/07/19,,1,1,0,1,,0
10307,9/1/2019,1536,27,0,C15,2,39731,19/07/19,30/08/19,1,1,0,1,,1
10308,1/1/2019,1540,31,0,C5,2,44949,29/04/16,,1,2,1243200,3,,0
10309,2/1/2019,1540,32,0,C5,2,44949,29/04/16,,1,2,637100,3,,0
10310,3/1/2019,1540,32,0,C5,2,44949,29/04/16,,1,2,3178000,3,,0
10311,4/1/2019,1540,32,0,C5,2,44949,29/04/16,,1,2,102750,3,,0
10312,5/1/2019,1540,32,0,C5,2,44949,29/04/16,,1,2,940620,3,,0
10313,6/1/2019,1540,32,0,C5,2,44949,29/04/16,,1,2,338600,3,,0
10314,7/1/2019,1540,32,0,C5,2,44949,29/04/16,,1,2,890020,3,,0
10315,8/1/2019,1540,32,0,C5,2,44949,29/04/16,,1,2,761840,3,,0
10316,9/1/2019,1540,32,0,C5,2,44949,29/04/16,,1,2,921000,3,,0
10317,10/1/2019,1540,32,0,C5,2,44949,29/04/16,,1,2,126100,2,,0
10318,11/1/2019,1540,32,0,C5,2,44949,29/04/16,,1,2,928040,2,,0
10319,12/1/2019,1540,32,0,C5,2,44949,29/04/16,,1,2,223030,2,,0
10320,1/1/2020,1540,32,0,C5,2,44949,29/04/16,1/11/2020,1,2,700000,2,,1
10321,5/1/2020,1541,40,0,C4,0,48956,15/05/20,,1,1,0,1,,0
10322,6/1/2020,1541,40,0,C4,0,48956,15/05/20,,1,1,0,1,,0
10323,7/1/2020,1541,40,0,C4,0,48956,15/05/20,,1,1,621120,2,,0
10324,8/1/2020,1541,40,0,C4,0,48956,15/05/20,,1,1,100100,2,,0
10325,9/1/2020,1541,40,0,C4,0,48956,15/05/20,21/09/20,1,1,104380,2,,1
10326,1/1/2019,1542,39,1,C6,0,42300,13/11/18,,1,1,0,1,,0
10327,2/1/2019,1542,39,1,C6,0,42300,13/11/18,18/02/19,1,1,0,1,,1
10328,1/1/2019,1543,44,0,C4,1,31948,18/06/18,16/01/19,1,1,0,1,,1
10329,11/1/2019,1544,37,0,C13,1,90123,31/10/19,,2,2,0,1,,0
10330,12/1/2019,1544,37,0,C13,1,90123,31/10/19,,2,2,0,1,,0
10331,1/1/2020,1544,37,0,C13,1,90123,31/10/19,,2,2,350000,1,,0
10332,2/1/2020,1544,37,0,C13,1,90123,31/10/19,,2,2,0,1,,0
10333,3/1/2020,1544,37,0,C13,1,90123,31/10/19,13/03/20,2,2,0,1,,1
10334,1/1/2020,1547,33,1,C13,2,57863,1/2/2020,,2,2,0,1,,0
10335,2/1/2020,1547,33,1,C13,2,57863,1/2/2020,,2,2,0,1,,0
10336,3/1/2020,1547,33,1,C13,2,57863,1/2/2020,,2,2,598800,1,,0
10337,4/1/2020,1547,33,1,C13,2,57863,1/2/2020,,2,2,120000,1,,0
10338,5/1/2020,1547,33,1,C13,2,57863,1/2/2020,5/5/2020,2,2,84740,1,,1
10339,1/1/2019,1548,27,0,C20,1,35090,19/10/18,,1,1,809680,3,,0
10340,2/1/2019,1548,27,0,C20,1,35090,19/10/18,,1,1,306030,3,,0
10341,3/1/2019,1548,27,0,C20,1,35090,19/10/18,,1,1,778030,3,,0
10342,4/1/2019,1548,27,0,C20,1,35090,19/10/18,,1,1,0,1,,0
10343,5/1/2019,1548,28,0,C20,1,35090,19/10/18,14/05/19,1,1,0,1,,1
10344,1/1/2019,1549,34,1,C21,1,95945,30/08/15,,1,3,630370,2,,0
10345,2/1/2019,1549,34,1,C21,1,95945,30/08/15,,1,3,255840,2,,0
10346,3/1/2019,1549,34,1,C21,1,95945,30/08/15,,1,3,3485600,2,,0
10347,4/1/2019,1549,34,1,C21,1,95945,30/08/15,,1,3,132010,2,,0
10348,5/1/2019,1549,35,1,C21,1,95945,30/08/15,,1,3,535600,2,,0
10349,6/1/2019,1549,35,1,C21,1,95945,30/08/15,,1,3,353430,2,,0
10350,7/1/2019,1549,35,1,C21,1,95945,30/08/15,,1,3,564240,3,,0
10351,8/1/2019,1549,35,1,C21,1,95945,30/08/15,,1,3,639600,3,,0
10352,9/1/2019,1549,35,1,C21,1,95945,30/08/15,,1,3,1399100,3,,0
10353,10/1/2019,1549,35,1,C21,1,95945,30/08/15,,1,3,886480,3,,0
10354,11/1/2019,1549,35,1,C21,1,95945,30/08/15,,1,3,486830,3,,0
10355,12/1/2019,1549,35,1,C21,1,95945,30/08/15,,1,3,811650,3,,0
10356,1/1/2020,1549,35,1,C21,1,95945,30/08/15,,1,3,1457610,3,,0
10357,2/1/2020,1549,35,1,C21,1,95945,30/08/15,,1,3,450040,3,,0
10358,3/1/2020,1549,35,1,C21,1,95945,30/08/15,,1,3,3954360,3,,0
10359,4/1/2020,1549,35,1,C21,1,95945,30/08/15,,1,3,946080,3,,0
10360,5/1/2020,1549,36,1,C21,1,95945,30/08/15,,1,3,0,3,,0
10361,6/1/2020,1549,36,1,C21,1,95945,30/08/15,,1,3,604470,3,,0
10362,7/1/2020,1549,36,1,C21,1,95945,30/08/15,,1,3,195260,3,,0
10363,8/1/2020,1549,36,1,C21,1,95945,30/08/15,,1,3,932310,3,,0
10364,9/1/2020,1549,36,1,C21,1,95945,30/08/15,,1,3,810410,3,,0
10365,10/1/2020,1549,36,1,C21,1,95945,30/08/15,,1,3,202370,3,,0
10366,11/1/2020,1549,36,1,C21,1,95945,30/08/15,,1,3,970680,3,,0
10367,12/1/2020,1549,36,1,C21,1,95945,30/08/15,,1,3,955990,3,,0
10368,10/1/2020,1550,30,0,C2,1,25552,10/3/2020,,2,2,0,1,,0
10369,11/1/2020,1550,30,0,C2,1,25552,10/3/2020,,2,2,0,1,,0
10370,12/1/2020,1550,30,0,C2,1,25552,10/3/2020,,2,2,483680,1,,0
10371,6/1/2019,1553,44,1,C1,0,24821,23/06/19,,1,1,0,1,,0
10372,7/1/2019,1553,44,1,C1,0,24821,23/06/19,,1,1,200000,2,,0
10373,8/1/2019,1553,44,1,C1,0,24821,23/06/19,,1,1,0,2,,0
10374,9/1/2019,1553,44,1,C1,0,24821,23/06/19,,1,1,455450,2,,0
10375,10/1/2019,1553,44,1,C1,0,24821,23/06/19,,1,1,0,2,,0
10376,11/1/2019,1553,44,1,C1,0,24821,23/06/19,,1,1,591200,2,,0
10377,12/1/2019,1553,44,1,C1,0,24821,23/06/19,,1,1,155000,2,,0
10378,1/1/2020,1553,44,1,C1,0,24821,23/06/19,,1,1,151740,1,,0
10379,2/1/2020,1553,44,1,C1,0,24821,23/06/19,,1,1,151340,1,,0
10380,3/1/2020,1553,45,1,C1,0,24821,23/06/19,3/6/2020,1,1,-151340,1,,1
10381,1/1/2019,1555,28,0,C23,1,42317,23/06/18,,1,1,1101450,4,,0
10382,2/1/2019,1555,28,0,C23,1,42317,23/06/18,,1,1,939210,4,,0
10383,3/1/2019,1555,28,0,C23,1,42317,23/06/18,,1,1,1592540,4,,0
10384,4/1/2019,1555,28,0,C23,1,42317,23/06/18,,1,1,152750,2,,0
10385,5/1/2019,1555,29,0,C23,1,42317,23/06/18,,1,1,285280,2,,0
10386,6/1/2019,1555,29,0,C23,1,42317,23/06/18,22/06/19,1,1,0,2,,1
10387,6/1/2020,1556,30,1,C26,0,21762,6/8/2020,,1,1,0,1,,0
10388,7/1/2020,1556,31,1,C26,0,21762,6/8/2020,,1,1,0,1,,0
10389,8/1/2020,1556,31,1,C26,0,21762,6/8/2020,,1,1,0,1,,0
10390,9/1/2020,1556,31,1,C26,0,21762,6/8/2020,19/09/20,1,1,0,1,,1
10391,5/1/2019,1557,32,0,C12,2,47379,23/05/19,,1,1,0,1,,0
10392,6/1/2019,1557,32,0,C12,2,47379,23/05/19,,1,1,0,1,,0
10393,7/1/2019,1557,32,0,C12,2,47379,23/05/19,,1,1,145500,1,,0
10394,8/1/2019,1557,32,0,C12,2,47379,23/05/19,,1,1,0,1,,0
10395,9/1/2019,1557,32,0,C12,2,47379,23/05/19,9/12/2019,1,1,0,1,,1
10396,1/1/2019,1558,30,0,C22,0,34561,29/09/18,,2,2,1240350,3,,0
10397,2/1/2019,1558,31,0,C22,0,34561,29/09/18,,2,2,359750,3,,0
10398,3/1/2019,1558,31,0,C22,0,34561,29/09/18,,2,2,1250000,3,,0
10399,4/1/2019,1558,31,0,C22,0,34561,29/09/18,,2,2,108870,1,,0
10400,5/1/2019,1558,31,0,C22,0,34561,29/09/18,,2,2,251000,1,,0
10401,6/1/2019,1558,31,0,C22,0,34561,29/09/18,20/06/19,2,2,0,1,,1
10402,1/1/2019,1559,38,1,C14,2,62853,25/06/18,,1,1,409010,3,,0
10403,2/1/2019,1559,38,1,C14,2,62853,25/06/18,,1,1,701750,3,,0
10404,3/1/2019,1559,38,1,C14,2,62853,25/06/18,,1,1,903210,3,,0
10405,4/1/2019,1559,38,1,C14,2,62853,25/06/18,,1,1,293670,2,,0
10406,5/1/2019,1559,38,1,C14,2,62853,25/06/18,,1,1,0,2,,0
10407,6/1/2019,1559,38,1,C14,2,62853,25/06/18,,1,1,100200,2,,0
10408,7/1/2019,1559,38,1,C14,2,62853,25/06/18,,1,1,560,1,,0
10409,8/1/2019,1559,38,1,C14,2,62853,25/06/18,,1,1,253190,1,,0
10410,9/1/2019,1559,38,1,C14,2,62853,25/06/18,22/09/19,1,1,0,1,,1
10411,1/1/2019,1560,35,0,C7,1,44999,13/08/15,,1,2,1092610,2,,0
10412,2/1/2019,1560,35,0,C7,1,44999,13/08/15,,1,2,402880,2,,0
10413,3/1/2019,1560,35,0,C7,1,44999,13/08/15,,1,2,888610,2,,0
10414,4/1/2019,1560,36,0,C7,1,44999,13/08/15,,1,2,302820,3,,0
10415,5/1/2019,1560,36,0,C7,1,44999,13/08/15,,1,2,656410,3,,0
10416,6/1/2019,1560,36,0,C7,1,44999,13/08/15,,1,2,617720,3,,0
10417,7/1/2019,1560,36,0,C7,1,44999,13/08/15,,1,2,550010,3,,0
10418,8/1/2019,1560,36,0,C7,1,44999,13/08/15,,1,2,250000,3,,0
10419,9/1/2019,1560,36,0,C7,1,44999,13/08/15,,1,2,917130,3,,0
10420,10/1/2019,1560,36,0,C7,1,44999,13/08/15,,1,2,0,1,,0
10421,11/1/2019,1560,36,0,C7,1,44999,13/08/15,,1,2,0,1,,0
10422,12/1/2019,1560,36,0,C7,1,44999,13/08/15,,1,2,0,1,,0
10423,1/1/2020,1560,36,0,C7,1,44999,13/08/15,,1,2,200000,2,,0
10424,2/1/2020,1560,36,0,C7,1,44999,13/08/15,,1,2,650000,2,,0
10425,3/1/2020,1560,36,0,C7,1,44999,13/08/15,,1,2,1217730,2,,0
10426,4/1/2020,1560,37,0,C7,1,44999,13/08/15,,1,2,153800,2,,0
10427,5/1/2020,1560,37,0,C7,1,44999,13/08/15,,1,2,350290,2,,0
10428,6/1/2020,1560,37,0,C7,1,44999,13/08/15,,1,2,456540,2,,0
10429,7/1/2020,1560,37,0,C7,1,44999,13/08/15,,1,2,603820,2,,0
10430,8/1/2020,1560,37,0,C7,1,44999,13/08/15,29/07/20,1,2,150220,2,,1
10431,11/1/2019,1561,31,0,C25,0,30292,15/11/19,,1,1,0,1,,0
10432,12/1/2019,1561,31,0,C25,0,30292,15/11/19,,1,1,0,1,,0
10433,1/1/2020,1561,31,0,C25,0,30292,15/11/19,,1,1,0,1,,0
10434,2/1/2020,1561,31,0,C25,0,30292,15/11/19,,1,1,150440,1,,0
10435,3/1/2020,1561,31,0,C25,0,30292,15/11/19,,1,1,120030,1,,0
10436,4/1/2020,1561,31,0,C25,0,30292,15/11/19,,1,1,115590,1,,0
10437,5/1/2020,1561,31,0,C25,0,30292,15/11/19,,1,1,0,1,,0
10438,1/1/2019,1562,25,1,C17,2,31361,6/10/2018,,1,1,693170,2,,0
10439,2/1/2019,1562,25,1,C17,2,31361,6/10/2018,,1,1,305440,2,,0
10440,3/1/2019,1562,25,1,C17,2,31361,6/10/2018,,1,1,351530,2,,0
